property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
house,independent,sector 26,6.75,27778,3,3,3,2,Moderately Old,2430,0,0,0,0,0,0,27,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,dlf new town heights,sector 90,1.2,6218,3,3,3+,8,Moderately Old,2144,0,1,0,1,0,0,59,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,shree vardhman victoria,sector 70,1.65,8462,3,5,3,6,Relatively New,1527,0,1,0,1,0,0,167,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 13,1.5,11538,2,7,3,4,Moderately Old,1300,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,antriksh heights,sector 84,0.69,5111,2,2,3+,8,Relatively New,1222,1,0,0,0,0,0,59,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ss,sector 85,1.2,7151,2,2,3,15,Relatively New,1660,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,apartment,sector 92,0.75,4688,3,4,3,2,Moderately Old,1778,1,0,0,0,0,0,113,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,vatika city,sector 49,1.69,8622,3,3,3,3,Moderately Old,2178,0,0,0,1,0,0,136,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ireo victory valley,sector 67,4.5,14098,4,4,3+,0,Relatively New,3160,0,1,0,1,0,1,42,"28.3859° N, 77.0608° E",28.3859,77.0608
house,unitech uniworld resorts,sector 33,8.5,17820,5,5,3+,3,New Property,4770,1,1,1,1,0,1,145,"28.4420° N, 77.0207° E",28.442,77.0207
flat,signature global solera,sector 107,0.4,6645,2,2,1,7,Relatively New,577,0,0,0,0,0,1,55,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,hsiidc sidco aravali,manesar,0.9,3648,4,4,3,7,Moderately Old,2233,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,residency grand,sector 52,5,7692,5,7,3+,1,Moderately Old,5778,0,1,0,1,0,0,77,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,whiteland blissville,sector 76,1.9,11364,3,3,2,0,Under Construction,1513,0,0,0,0,0,0,61,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,spaze privy at,sector 84,1.24,6465,3,3,3,8,Relatively New,1650,1,0,0,0,0,1,158,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,central park flower valley,sector 33,1.4,21538,3,3,3,2,Under Construction,588,0,0,0,0,0,0,54,"28.4420° N, 77.0207° E",28.442,77.0207
flat,rof ananda,sector 95,0.46,6319,2,2,2,11,New Property,809,1,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,suncity vatsal valley,gwal pahari,1.38,12212,2,2,2,4,Under Construction,1130,0,0,0,0,0,1,133,"28.4484° N, 77.0210° E",28.4484,77.021
flat,conscient heritage max,sector 102,1.82,9372,3,4,3+,15,Moderately Old,1757,0,1,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
flat,hsiidc sidco aravali,manesar,0.86,3323,3,3,3+,3,Moderately Old,1900,0,1,0,0,0,0,81,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,shree vardhman victoria,sector 70,1.65,8462,3,3,2,6,Relatively New,2167,1,0,0,0,0,0,72,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,conscient elevate,sector 59,3.78,16499,3,3,3,3,Under Construction,2550,0,0,0,0,0,0,31,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,emaar gurgaon greens,sector 102,1.42,8606,3,3,3,7,Relatively New,1315,0,1,0,0,0,0,128,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ats tourmaline,sector 109,1.4,8000,3,3,3+,8,Relatively New,1466,0,0,1,0,0,0,119,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700,2,2,0,1,New Property,758,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,pyramid urban homes 2,sector 86,0.42,8485,2,2,1,2,New Property,557,1,1,0,1,1,0,84,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,prime habitat,sector 99,0.26,4745,2,2,1,6,Relatively New,611,0,0,0,0,1,0,79,"28.4640° N, 76.9614° E",28.464,76.9614
flat,ramsons kshitij,sector 95,0.4,5839,3,2,2,6,New Property,761,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,the lions cghs,sector 56,2.05,9535,4,4,3,7,Relatively New,2000,0,1,0,0,1,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sare crescent parc,sector 92,0.87,4971,4,4,2,2,Moderately Old,1584,0,0,1,0,0,2,115,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,microtek greenburg,sector 86,1.65,8707,3,4,3,8,Relatively New,1715,0,1,0,0,0,0,124,"28.3986° N, 76.9384° E",28.3986,76.9384
house,bhawani enclave,sector 12,0.42,8235,3,3,0,2,New Property,567,0,0,0,1,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,emaar mgf emerald floors premier,sector 65,2.75,13924,4,4,3,3,Relatively New,1975,1,1,0,0,0,1,113,"28.4030° N, 77.0690° E",28.403,77.069
flat,the khushboo cooperative housing society ltd,sector 9,0.88,4889,3,3,2,2,Old Property,1438,0,0,0,0,0,1,31,"28.4603° N, 77.0000° E",28.4603,77
flat,tarc maceo,sector 91,1.4,7407,3,3,3+,7,Relatively New,1700,0,0,0,0,0,0,76,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,m3m golfestate,sector 65,5.9,17544,3,3,3,9,Moderately Old,3043,1,0,0,0,0,2,21,"28.4030° N, 77.0690° E",28.403,77.069
flat,signature global city 81,sector 81,0.82,8641,2,2,3,2,Relatively New,955,0,0,0,0,0,0,53,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bestech park view grand spa,sector 81,3.3,12222,4,5,3+,4,Relatively New,3070,1,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,gls avenue 51,sector 92,0.5,7812,3,3,1,12,New Property,711,0,0,0,0,0,2,95,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,tulip purple,sector 69,1.8,9000,4,5,3+,4,Relatively New,2200,0,1,0,0,0,0,165,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ireo the grand arch,sector 58,4.85,16934,4,5,3,23,Relatively New,3182,1,1,0,1,1,1,49,"28.4200° N, 77.1105° E",28.42,77.1105
flat,emaar palm heights,sector 77,1.79,8840,3,3,3,1,New Property,1600,0,1,0,0,0,1,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,pareena coban residences,sector 99,1.13,5658,3,5,3,5,Relatively New,1790,0,1,0,0,1,0,49,"28.4640° N, 76.9614° E",28.464,76.9614
flat,dlf the ultima,sector 81,2.29,10926,3,4,3+,15,Relatively New,1900,0,1,0,0,0,2,103,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ramsons kshitij,sector 95,0.29,5179,2,2,2,14,Relatively New,507,0,0,0,0,0,0,50,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 1,1.85,16003,4,3,2,3,Moderately Old,1284,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,bestech park view residency,sector 2,0.95,6709,2,2,3,10,Old Property,1573,0,0,0,0,0,1,88,"28.5095° N, 77.0320° E",28.5095,77.032
flat,brisk lumbini terrace homes,sector 109,1.5,6617,3,3,1,4,New Property,2519,0,1,0,0,0,0,37,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,indiabulls enigma,sector 110,4,9850,4,4,3,17,New Property,3350,0,0,0,0,0,0,59,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,spectrum centre,sector 82a,0.62,9538,1,1,0,6,Relatively New,650,0,0,0,0,0,0,0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,dlf new town heights,sector 90,1.15,5959,3,3,3+,9,Relatively New,1747,0,1,0,1,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,vatika gurgaon,sector 83,1.4,6629,3,3,2,7,Relatively New,1570,0,0,0,0,0,1,74,"28.3986° N, 76.9647° E",28.3986,76.9647
house,independent,sector 57,3.15,20349,5,4,3+,2,Moderately Old,1548,0,0,1,0,0,1,60,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,chd avenue,sector 71,0.98,6049,3,3,3,0,Moderately Old,1466,1,0,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514,3,3,3+,1,Relatively New,1465,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m golfestate,sector 65,5,16667,3,3,3,2,Relatively New,3245,0,1,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,emaar mgf emerald floors premier,sector 65,2.55,15455,3,3,3,3,Relatively New,1650,1,1,0,0,0,0,21,"28.4030° N, 77.0690° E",28.403,77.069
flat,godrej nature plus,sector 33,1.65,8267,3,3,3,2,Under Construction,2218,0,1,0,0,0,0,37,"28.4420° N, 77.0207° E",28.442,77.0207
flat,paras dews,sector 106,2.1,8917,4,6,3+,6,Relatively New,2131,0,1,0,0,1,0,60,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,jammu and kashmir bank employees cghs,sector 9,0.95,6129,3,3,2,5,Moderately Old,1403,0,0,0,0,1,0,30,"28.4603° N, 77.0000° E",28.4603,77
flat,ats kocoon,sector 109,2.2,10501,3,4,3,13,Relatively New,1860,0,1,0,0,0,0,165,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vipul world,sector 48,1.38,9485,3,3,1,2,Relatively New,1611,0,0,0,0,0,0,60,"28.4177° N, 77.0359° E",28.4177,77.0359
house,nul,sector 25,15,23438,5,5,3,2,Moderately Old,6400,1,1,0,1,0,1,112,"28.4844° N, 77.0860° E",28.4844,77.086
flat,uphaar residency 2,sector 105,0.42,5600,3,2,1,0,Moderately Old,833,0,0,0,0,1,0,7,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,smart world orchard,sector 61,2.55,15644,3,3,2,4,New Property,1630,0,0,0,0,1,0,30,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ats tourmaline,sector 109,2.3,8897,3,4,3+,10,New Property,2339,0,1,0,0,1,0,74,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar mgf emerald floors,sector 65,3.2,10159,4,3,2,1,Relatively New,3150,0,1,0,0,0,0,0,"28.4030° N, 77.0690° E",28.403,77.069
house,uppal southend,sector 49,3.75,25562,2,6,3,3,Moderately Old,1467,0,0,0,0,1,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
flat,smartworld 1dxp,sector 113,2.75,10589,4,4,3+,20,Under Construction,2886,1,1,0,1,0,2,57,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,central park flower valley aqua front towers,sector 33,2,11179,3,3,3+,8,New Property,1619,0,0,0,0,0,0,23,"28.4420° N, 77.0207° E",28.442,77.0207
flat,dlf the primus,sector 82a,1.85,10176,3,3,3,15,Moderately Old,1677,0,0,0,0,1,0,38,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,dlf regal gardens,sector 90,1.23,7053,3,3,2,19,Relatively New,1578,0,0,0,0,1,0,6,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,m3m heights,sector 65,2.65,18493,2,2,3,4,New Property,1433,1,0,0,0,0,0,38,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 9,1.65,18333,2,3,0,3,Old Property,900,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77
flat,dlf trinity towers,sector 43,3.8,15510,3,3,3+,1,Moderately Old,2450,0,1,0,1,0,1,68,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,emaar mgf emerald floors premier,sector 65,2.85,14430,4,4,3+,0,Relatively New,1975,1,1,0,0,0,1,151,"28.4030° N, 77.0690° E",28.403,77.069
flat,dlf the arbour,sector 63,7.8,19747,4,4,0,6,New Property,3950,0,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,bestech park view residency,sector 2,1.5,7825,3,4,3+,10,Moderately Old,1738,0,1,0,0,0,0,93,"28.5095° N, 77.0320° E",28.5095,77.032
house,ninex city,sector 76,1.75,6250,4,4,0,14,New Property,3111,0,0,0,0,0,0,0,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,suposhaa smartworld orchard,sector 61,2.17,14000,3,3,3,1,Under Construction,1721,0,0,0,0,0,0,0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,emaar gurgaon greens,sector 102,1.35,8182,3,3,3,9,Relatively New,1315,0,1,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
flat,paras dews,sector 106,1.05,8537,3,4,3+,10,Relatively New,1345,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,unitech heritage city,sector 14,4.26,13108,4,4,0,9,Old Property,3250,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,signature the roselia,sector 95,0.41,6193,2,2,2,12,New Property,670,1,0,0,0,0,1,90,"28.4172° N, 76.9081° E",28.4172,76.9081
house,ansals florence villa,sector 57,3.65,10580,6,6,2,3,Moderately Old,3450,1,1,1,1,0,2,152,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sbtl caladium,sector 109,1.2,6383,3,2,2,8,Relatively New,1701,0,0,0,0,0,0,151,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,m3m woodshire,sector 107,0.98,6422,2,2,3,7,Relatively New,1281,1,0,0,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 56,7.5,23148,8,8,3+,3,Relatively New,3240,1,1,0,1,0,2,42,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,krrish florence estate,sector 70,1.65,7765,3,4,3+,27,New Property,1923,1,1,0,0,0,0,81,"28.3968° N, 77.0233° E",28.3968,77.0233
house,vipul tatvam villa,sector 48,5.5,21219,3,6,2,2,Moderately Old,2592,0,1,0,0,1,1,106,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,tulip violet,sector 69,1.38,8973,3,3,1,12,Relatively New,1392,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 69,0.8,10485,1,1,0,1,New Property,763,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smart world gems,sector 89,0.9,8160,2,2,2,3,New Property,998,1,0,0,0,1,0,95,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,green homes,sector 52,1.85,7872,3,3,3,7,Moderately Old,2127,0,1,0,0,0,0,28,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,umang monsoon breeze,sector 78,0.75,6053,2,2,1,5,Moderately Old,1239,0,0,0,0,0,0,0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,pareena coban residences,sector 99,1.3,6510,3,3,0,16,New Property,1997,0,0,0,0,0,0,0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,signature global the millennia,sector 37d,0.55,9167,2,2,3,3,New Property,610,0,0,0,0,0,0,71,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,m3m heights,sector 65,2,13957,2,2,2,32,Relatively New,1433,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
flat,pareena coban residences,sector 99,1.32,6610,3,5,3,11,New Property,1737,0,1,0,0,0,0,88,"28.4640° N, 76.9614° E",28.464,76.9614
flat,experion windchants,sector 112,5.49,11585,4,5,3+,5,Relatively New,3655.35,0,1,0,0,0,1,168,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,smart world gems,sector 89,1,9009,2,2,3,3,New Property,1233,1,0,0,0,1,0,99,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,supertech araville,sector 79,1,6536,2,2,3,4,Relatively New,1700,1,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,smart world gems,sector 89,0.9,8160,2,2,2,2,New Property,998,1,0,0,0,1,0,44,"28.4253° N, 76.9439° E",28.4253,76.9439
house,sector 57 huda,sector 57,3.8,26063,2,8,3+,4,Relatively New,1458,0,0,1,1,0,1,94,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sare homes,sector 92,0.65,4587,3,3,2,3,Relatively New,1574,0,0,0,0,0,0,6,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,signature global city 37d ph 2,sector 37d,1.36,8848,3,3,3,1,Under Construction,1535,0,0,0,1,1,0,37,"28.4478° N, 76.9703° E",28.4478,76.9703
house,international city by sobha phase 2,sector 109,11.3,25111,7,5,3+,4,Relatively New,4500,1,1,0,1,1,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ramprastha skyz,sector 37d,1.25,7251,3,3,3+,2,Under Construction,1725,0,0,0,0,0,0,8,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,my home,sector 110,0.28,3167,2,1,1,2,Relatively New,1000,0,0,0,0,1,0,15,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687,2,2,3,0,Relatively New,1009,0,0,1,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
house,dlf city plot phase 4,sector 28,13,17931,10,10,3+,1,Relatively New,8056,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,parsvnath exotica,sector 53,4.8,16580,3,4,3+,8,Relatively New,2500,0,1,0,1,1,1,174,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,godrej summit,sector 104,1.35,5015,4,5,3+,0,Relatively New,2991,1,1,1,1,0,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
flat,tulip monsella,sector 53,8.25,28004,3,4,3,8,Under Construction,2661,0,1,0,0,0,2,35,"28.4433° N, 77.0948° E",28.4433,77.0948
house,independent,sector 5,0.85,8500,1,1,0,1,Relatively New,1000,0,0,0,0,0,0,0,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511,3,3,3,1,Moderately Old,1304,0,0,0,0,0,0,91,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,surendra avenue 69,sector 69,0.75,6818,2,2,2,4,Moderately Old,1100,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 7,0.69,9103,1,1,1,2,Old Property,758,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,independent,sector 40,5,21124,9,9,3+,3,Moderately Old,2367,0,1,1,0,0,1,83,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,umang monsoon breeze,sector 78,0.88,4746,3,4,3,8,Moderately Old,1668,0,1,0,1,0,0,111,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,emaar mgf the enclave,sector 66,2.1,12353,3,4,2,12,Relatively New,1800,0,1,0,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,m3m skycity,sector 65,3,16411,3,3,3,17,Under Construction,1828,0,0,0,0,0,0,99,"28.4030° N, 77.0690° E",28.403,77.069
flat,dlf regal gardens,sector 90,1.7,7222,4,4,3+,15,Moderately Old,2005,0,1,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar palm gardens,sector 83,1.8,9474,3,3,3,6,Relatively New,1549,0,1,0,0,0,1,97,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,smart world orchard,sector 61,1.85,14800,2,2,2,3,New Property,1389,0,0,0,0,0,0,44,"28.4050° N, 77.0963° E",28.405,77.0963
flat,parsvnath exotica,sector 53,6.5,19174,4,5,3+,10,Relatively New,3000,1,1,0,1,0,1,174,"28.4433° N, 77.0948° E",28.4433,77.0948
house,independent,sector 26,5.8,12838,4,4,3+,4,Old Property,4518,0,0,0,0,0,0,38,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,godrej nature plus,sector 33,1.1,7971,2,2,2,14,Under Construction,1533,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
house,independent,sector 5,1.5,5000,6,1,0,1,New Property,3000,0,0,0,0,0,0,0,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sare green parc phase 3,sector 92,0.7,5279,3,2,2,4,Relatively New,1325,0,0,0,0,0,0,56,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shapoorji pallonji joyville gurugram,sector 102,2,17730,3,3,3+,1,Relatively New,1456,0,0,1,0,0,0,139,"28.4750° N, 76.9715° E",28.475,76.9715
house,anamika enclave,sector 12,6,14493,9,9,3+,3,Old Property,9000,0,0,0,0,0,0,9,"28.4723° N, 77.0320° E",28.4723,77.032
house,sector 14 rwa,sector 14,6.5,20635,4,4,3+,2,Moderately Old,3150,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,sare homes,sector 92,1.18,5207,4,4,3,8,Relatively New,2518,0,1,0,0,0,0,108,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,paras dews,sector 106,1.15,7419,3,3,3,11,Relatively New,1650,0,1,0,1,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,wings apartment,sector 9,1.2,6667,4,3,2,4,Moderately Old,2000,0,0,0,0,0,1,23,"28.4603° N, 77.0000° E",28.4603,77
house,independent,sector 23,2.7,18621,5,5,2,3,Old Property,1450,0,0,0,0,0,1,17,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,m3m skywalk,sector 74,2.7,13380,3,3,3,13,New Property,2018,0,0,1,0,0,0,92,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,raheja sampada,sector 92,0.7,4453,3,3,0,7,Relatively New,1572,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 6,1,4630,6,4,0,3,Moderately Old,240,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
house,independent,sector 53,4,17778,5,5,2,3,Relatively New,2250,1,0,0,0,0,0,23,"28.4433° N, 77.0948° E",28.4433,77.0948
house,bhim garh kheri,sector 3,0.75,6410,4,2,2,2,Old Property,1170,0,0,0,0,0,0,16,"28.4909° N, 77.0176° E",28.4909,77.0176
house,independent,sector 28,4.5,13889,4,4,0,4,Relatively New,3240,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,godrej summit,sector 104,0.85,6894,2,2,3,12,Relatively New,1611,1,0,0,0,1,0,61,"28.4788° N, 76.9960° E",28.4788,76.996
house,spaze privy,sector 72,3.09,6981,5,5,3+,14,Relatively New,3653,0,1,0,0,0,1,33,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,conscient habitat,sector 99,0.35,6422,2,2,1,3,Relatively New,606,0,0,0,0,0,0,62,"28.4640° N, 76.9614° E",28.464,76.9614
flat,bptp mansions park prime,sector 66,3,10854,4,4,3,3,Relatively New,2700,1,1,0,1,1,1,174,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,unitech uniworld gardens,sector 47,1.05,10532,2,2,2,3,Relatively New,1108,0,0,0,0,0,1,34,"28.4276° N, 77.0492° E",28.4276,77.0492
house,unitech nirvana birch court,sector 50,7.1,31430,3,3,3,1,Moderately Old,2259,0,1,0,0,0,0,49,"28.4178° N, 77.0628° E",28.4178,77.0628
house,sector 38 rwa,sector 38,4.3,28782,3,9,3+,3,Relatively New,1494,0,0,0,1,1,1,41,"28.4347° N, 77.0430° E",28.4347,77.043
flat,ramprastha the edge towers,sector 37d,0.71,5420,2,2,3,10,New Property,1100,0,0,0,0,1,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sbtl caladium,sector 109,1.6,6287,3,3,3,9,Relatively New,2303,0,1,0,0,0,0,75,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar palm heights,sector 77,1.75,11667,3,3,3+,11,Relatively New,1900,0,1,0,0,0,0,94,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,sushant lok 1 builder floors,sector 43,2.5,12920,3,3,2,2,New Property,195,0,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ats triumph,sector 104,1.95,8515,3,3,3+,3,New Property,2544,0,1,0,0,0,0,69,"28.4788° N, 76.9960° E",28.4788,76.996
flat,alpha corp gurgaonone,sector 84,2.2,7586,4,4,3,10,Relatively New,3222,0,1,0,0,0,0,21,"28.3979° N, 76.9736° E",28.3979,76.9736
house,independent,sector 45,8.5,26235,5,4,2,1,Moderately Old,3240,0,1,0,1,0,1,49,"28.4466° N, 77.0660° E",28.4466,77.066
flat,unitech vistas,sector 70,0.53,4801,2,2,2,9,Under Construction,991,0,0,0,0,1,0,24,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,m3m sky lofts,sector 71,0.9,13177,1,1,0,6,New Property,683,0,0,0,0,0,0,77,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,central park flower valley,sector 33,2.3,12778,4,4,3+,5,New Property,2000,0,1,0,1,0,0,42,"28.4420° N, 77.0207° E",28.442,77.0207
house,ashok vihar phase 3 gurgaon,sector 5,0.95,8879,4,3,2,1,Old Property,1070,0,0,0,0,0,0,8,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,ramsons kshitij,sector 95,0.35,5495,2,2,0,5,New Property,637,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar palm gardens,sector 83,3.15,8400,5,7,3+,15,Relatively New,3200,0,1,0,0,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global grand iva,sector 103,0.23,6534,1,1,1,4,Relatively New,400,0,0,0,0,0,0,23,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,m3m heights,sector 65,2.78,15200,3,3,3,44,Relatively New,1829,0,0,0,0,0,0,56,"28.4030° N, 77.0690° E",28.403,77.069
flat,alpha corp gurgaonone,sector 84,1.5,7641,3,3,3,20,Relatively New,1833,0,1,0,0,0,1,37,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,signature global synera,sector 81,0.49,6667,2,2,3,5,Relatively New,700,0,0,0,0,0,0,117,"28.3867° N, 76.9485° E",28.3867,76.9485
house,central park flower valley cerise floors,sector 33,1.35,11157,2,2,2,4,New Property,1210,1,0,0,0,0,2,107,"28.4420° N, 77.0207° E",28.442,77.0207
house,independent,sector 14,6.4,20317,6,6,3+,3,Old Property,3150,0,0,0,0,1,0,35,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,m3m sierra 68,sector 68,1.1,8987,2,2,3,1,Relatively New,1150,0,0,0,0,0,1,127,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,tulip violet,sector 69,1.3,8447,3,3,1,12,Relatively New,1392,0,0,0,1,0,1,94,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m capital,sector 113,2.9,12620,4,4,3+,11,Under Construction,2553,1,1,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,parsvnath green ville,sector 48,1.5,8787,3,3,3,1,Old Property,1600,0,0,0,0,0,1,128,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 43,2.55,13178,3,3,2,3,Relatively New,1935,0,0,0,0,0,1,60,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,dlf the arbour,sector 63,8.5,21519,4,4,0,27,New Property,3950,0,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
